Местное время в Благовещенске,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
15.02.2018 18:00,-13.0,743.0,,,44,Ветер; дующий с юга,2,,,50%., ,,,,,,,,,,,,,,,,,
19.10.2014 18:00,5.7,741.1,753.1,4.0,42,Ветер; дующий с северо-северо-запада,3,,10,70 – 80%., ,,,,,Слоисто-кучевые; образовавшиеся не из кучевых.,60%.,1000-1500,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-кучевые одни или перисто-кучевые; сопровождаемые перистыми или перисто-слоистыми; либо те и другие; но перисто-кучевые преобладают среди них.,,-6.2,,,,,,
19.10.2014 15:00,10.1,737.1,748.8,1.6,33,Ветер; дующий с северо-северо-запада,3,,,70 – 80%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-кучевые одни или перисто-кучевые; сопровождаемые перистыми или перисто-слоистыми; либо те и другие; но перисто-кучевые преобладают среди них.,,-5.5,,,,,,
19.10.2014 12:00,6.8,735.5,747.4,-1.7,57,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-1.1,,,,,,
19.10.2014 09:00,-1.2,737.2,749.4,-3.5,75,Ветер; дующий с юго-востока,2,,,40%., ,,,-1.4,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,40%.,2500 или более; или облаков нет.,"Высококучевые просвечивающие; полосами; либо один или несколько слоев высококучевых просвечивающих; распространяющихся по небу; эти высококучевые в целом уплотняются.",Перистых; перисто-кучевых или перисто-слоистых нет.,,-5.2,Осадков нет,12,Поверхность почвы влажная.,-1.0,,
19.10.2014 06:00,0.6,740.7,752.9,-3.0,53,Ветер; дующий с севера,2,,,Облаков нет., ,,,,,,,,,,,-8.1,,,,,,
19.10.2014 03:00,2.3,743.7,755.8,-1.9,44,Ветер; дующий с севера,2,,,Облаков нет., ,,,,,,,,,,,-8.7,,,,,,
19.10.2014 00:00,3.9,745.6,757.8,-0.3,44,Ветер; дующий с северо-северо-запада,3,,,40%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-7.3,,,,,,
18.10.2014 21:00,5.3,745.9,757.9,1.6,52,Ветер; дующий с северо-северо-востока,4,,,70 – 80%., ,,,,15.8,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,40%.,2500 или более; или облаков нет.,Высококучевые просвечивающие; расположенные на одном уровне.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-3.9,Осадков нет,12,,,,
18.10.2014 18:00,10.3,744.3,756.1,0.2,40,Ветер; дующий с севера,1,,,60%., ,,,,,Кучево-дождевые лысые с кучевыми; слоисто-кучевыми или слоистыми; либо без них.,20–30%.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-2.7,,,,,,
18.10.2014 15:00,15.5,744.1,755.6,-0.3,24,Ветер; дующий с запада,3,,,70 – 80%., ,,,,,Кучево-дождевые лысые с кучевыми; слоисто-кучевыми или слоистыми; либо без них.,20–30%.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-5.0,,,,,,
18.10.2014 12:00,12.5,744.4,756.1,0.0,38,Штиль; безветрие,0,,,100%., ,,,,,Слоисто-кучевые; образовавшиеся не из кучевых.,60%.,1000-1500,Высококучевые просвечивающие; расположенные на одном уровне.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-1.5,,,,,,
18.10.2014 09:00,7.1,744.4,756.4,0.3,49,Ветер; дующий с юго-юго-запада,1,,,100%.,Видимость ухудшена дымом; например: от степных или лесных пожаров; промышленных предприятий или вулканическим пеплом. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,0.2,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,70 – 80%.,600-1000,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-2.9,Следы осадков,12,Поверхность почвы замерзшая.,0.0,,
18.10.2014 06:00,2.1,744.1,756.2,-0.8,64,Ветер; дующий с востоко-юго-востока,1,,,100%.,Видимость ухудшена дымом; например: от степных или лесных пожаров; промышленных предприятий или вулканическим пеплом. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые просвечивающие.,,,-4.0,,,,,,
18.10.2014 03:00,2.4,744.9,757.0,-1.6,64,Ветер; дующий с юго-востока,2,,,100%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые просвечивающие.,,,-3.8,,,,,,
18.10.2014 00:00,2.3,746.5,758.7,-1.2,63,Ветер; дующий с востоко-юго-востока,1,,,100%., ,,,,,Слоисто-кучевые; образовавшиеся не из кучевых.,40%.,1000-1500,Высокослоистые просвечивающие.,,,-4.2,,,,,,
17.10.2014 21:00,1.4,747.7,760.0,-0.2,64,Ветер; дующий с востоко-юго-востока,1,,,70 – 80%., ,,,,8.7,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,70 – 80%.,2500 или более; или облаков нет.,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-4.7,Осадков нет,12,,,,
17.10.2014 18:00,6.4,747.9,760.0,-0.4,36,Ветер; дующий с юга,1,,,40%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,40%.,2500 или более; или облаков нет.,Высококучевые башенкообразные или хлопьевидные.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-7.6,,,,,,
17.10.2014 15:00,8.4,748.3,760.3,-1.0,29,Ветер; дующий с западо-северо-запада,4,,,70 – 80%., ,,,,,Кучевые плоские или кучевые разорванные; или те и другие вместе; не относящиеся к облакам плохой погоды.,10%  или менее; но не 0,1000-1500,Высококучевые башенкообразные или хлопьевидные.,Перисто-кучевые одни или перисто-кучевые; сопровождаемые перистыми или перисто-слоистыми; либо те и другие; но перисто-кучевые преобладают среди них.,,-8.6,,,,,,
17.10.2014 12:00,6.7,749.3,761.4,-0.5,31,Штиль; безветрие,0,,,70 – 80%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,50%.,2500 или более; или облаков нет.,Высококучевые; просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое; не распространяющиеся но небу; либо высококучевые с высокослоистыми или слоисто-дождевыми.,"Перистые плотные в виде клочьев или скрученных склонов; количество которых обычно не увеличивается; иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные; или перистые хлопьевидные.",,-9.3,,,,,,
17.10.2014 09:00,-0.1,749.8,762.2,0.0,57,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,-2.3,,,,,,,,-7.8,Осадков нет,12,Поверхность почвы замерзшая.,-3.0,,
17.10.2014 06:00,-1.6,749.8,762.2,0.6,62,Ветер; дующий с западо-юго-запада,1,,,Облаков нет., ,,,,,,,,,,,-8.1,,,,,,
17.10.2014 03:00,-0.5,749.2,761.6,0.6,56,Ветер; дующий с запада,2,,,Облаков нет., ,,,,,,,,,,,-8.2,,,,,,
17.10.2014 00:00,0.4,748.6,760.9,1.0,69,Ветер; дующий с западо-северо-запада,1,,,20–30%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-4.6,,,,,,
16.10.2014 21:00,2.8,747.6,759.8,1.1,68,Ветер; дующий с запада,2,,,60%.,Состояние неба в общем не изменилось. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-2.5,0.5,12,,,,
16.10.2014 18:00,3.0,746.5,758.7,1.8,82,Штиль; безветрие,0,,,100%.,Состояние неба в общем не изменилось. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,0.2,,,,,,
16.10.2014 15:00,2.4,744.7,756.9,1.5,88,Ветер; дующий с северо-северо-запада,3,,11,100%.,Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,0.6,,,,,,
16.10.2014 12:00,2.6,743.2,755.3,0.9,84,Ветер; дующий с западо-северо-запада,5,,11,100%.,Ливневый(ые) дождь(и). ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,0.2,,,,,,
16.10.2014 09:00,1.8,742.3,754.4,0.6,93,Ветер; дующий с западо-северо-запада,3,,,100%.,Ливневый(ые) дождь(и) со снегом слабый(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,1.1,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,0.8,5,12,Поверхность почвы влажная.,1.0,,
16.10.2014 06:00,3.3,741.7,753.8,0.0,91,Ветер; дующий с северо-востока,1,,,100%.,Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,2.0,,,,,,
16.10.2014 03:00,5.2,741.7,753.7,-0.7,79,Ветер; дующий с юго-востока,1,,,100%.,Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,1.9,,,,,,
16.10.2014 00:00,7.2,742.4,754.3,-0.8,53,Ветер; дующий с северо-северо-востока,1,,,100%.,Видимость ухудшена дымом; например: от степных или лесных пожаров; промышленных предприятий или вулканическим пеплом. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,-1.8,,,,,,
15.10.2014 21:00,8.1,743.2,755.1,0.0,52,Штиль; безветрие,0,,,100%.,Видимость ухудшена дымом; например: от степных или лесных пожаров; промышленных предприятий или вулканическим пеплом. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,11.2,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,-1.2,Осадков нет,12,,,,
15.10.2014 18:00,9.2,743.2,755.1,-0.8,45,Ветер; дующий с востока,1,,,100%.,Видимость ухудшена дымом; например: от степных или лесных пожаров; промышленных предприятий или вулканическим пеплом. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,Высокослоистые просвечивающие.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-2.2,,,,,,
15.10.2014 15:00,11.1,744.0,755.8,-2.4,34,Ветер; дующий с юго-востока,3,,,100%.,Видимость ухудшена дымом; например: от степных или лесных пожаров; промышленных предприятий или вулканическим пеплом. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые когтевидные или нитевидные или первые и вторые; распространяющиеся по небу и в целом обычно уплотняющиеся.,,-4.2,,,,,,
15.10.2014 12:00,5.8,746.4,758.4,-1.5,60,Ветер; дующий с востоко-северо-востока,1,,,70 – 80%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-слоистые; покрывающие все небо.,,-1.4,,,,,,
15.10.2014 09:00,-0.2,747.9,760.3,-0.4,82,Штиль; безветрие,0,,,70 – 80%., ,,,-2.3,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,70 – 80%.,2500 или более; или облаков нет.,"Высококучевые просвечивающие; полосами; либо один или несколько слоев высококучевых просвечивающих; распространяющихся по небу; эти высококучевые в целом уплотняются.",Перистых; перисто-кучевых или перисто-слоистых нет.,,-3.0,Осадков нет,12,Поверхность почвы влажная.,-2.0,,
15.10.2014 06:00,-2.1,748.3,760.7,0.1,87,Штиль; безветрие,0,,,20–30%., ,,,,,,,2500 или более; или облаков нет.,,,,-4.0,,,,,,
15.10.2014 03:00,-1.3,748.2,760.6,0.1,83,Ветер; дующий с запада,1,,,Облаков нет., ,,,,,,,,,,,-3.8,,,,,,
15.10.2014 00:00,-0.3,748.1,760.5,0.1,80,Штиль; безветрие,0,,,Облаков нет., ,,,,,,,,,,,-3.3,,,,,,
14.10.2014 21:00,2.5,748.0,760.2,1.3,69,Ветер; дующий с северо-запада,1,,,Облаков нет., ,,,,13.6,,,,,,,-2.6,Осадков нет,12,,,,
14.10.2014 18:00,8.0,746.7,758.7,1.1,38,Ветер; дующий с востоко-северо-востока,1,,,10%  или менее; но не 0, ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-5.5,,,,,,
14.10.2014 15:00,12.9,745.6,757.4,-0.7,24,Штиль; безветрие,0,,,Облаков нет., ,,,,,,,,,,,-7.2,,,,,,
14.10.2014 12:00,9.1,746.3,758.2,-0.7,32,Ветер; дующий с юго-юго-запада,1,,,40%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-кучевые одни или перисто-кучевые; сопровождаемые перистыми или перисто-слоистыми; либо те и другие; но перисто-кучевые преобладают среди них.,,-6.8,,,,,,
14.10.2014 09:00,2.7,747.0,759.2,-0.4,59,Штиль; безветрие,0,,,100%., ,,,-1.7,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,100%.,2500 или более; или облаков нет.,"Высококучевые просвечивающие; полосами; либо один или несколько слоев высококучевых просвечивающих; распространяющихся по небу; эти высококучевые в целом уплотняются.",,,-4.5,Осадков нет,12,Поверхность почвы влажная.,-2.0,,
14.10.2014 06:00,-0.4,747.4,759.7,-1.2,74,Ветер; дующий с юго-востока,2,,,60%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,20–30%.,2500 или более; или облаков нет.,Высококучевые просвечивающие; расположенные на одном уровне.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-4.5,,,,,,
14.10.2014 03:00,-1.4,748.6,761.1,-1.8,76,Ветер; дующий с юга,2,,,40%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-5.1,,,,,,
14.10.2014 00:00,-1.0,750.4,762.8,-1.2,75,Ветер; дующий с юга,2,,,Облаков нет., ,,,,,,,,,,,-4.9,,,,,,
13.10.2014 21:00,2.3,751.6,763.9,-0.6,56,Ветер; дующий с юга,2,,,Облаков нет., ,,,,9.6,,,,,,,-5.6,Осадков нет,12,,,,
13.10.2014 18:00,6.4,752.2,764.3,-1.3,33,Ветер; дующий с юга,2,,,20–30%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-8.7,,,,,,
13.10.2014 15:00,9.2,753.5,765.5,-2.2,21,Ветер; дующий с западо-северо-запада,2,,,Облаков нет., ,,,,,,,,,,,-12.0,,,,,,
13.10.2014 12:00,7.0,755.7,767.8,-1.0,26,Ветер; дующий с юго-юго-запада,1,,,Облаков нет., ,,,,,,,,,,,-11.2,,,,,,
13.10.2014 09:00,1.4,756.7,769.2,-0.2,45,Ветер; дующий с запада,2,,,Облаков нет., ,,,-0.1,,,,,,,,-9.3,Осадков нет,12,Поверхность почвы замерзшая.,-3.0,,
13.10.2014 06:00,-0.3,756.9,770.2,-0.4,54,Ветер; дующий с запада,2,,,Облаков нет., ,,,,,,,,,,,-8.7,,,,,,
13.10.2014 03:00,0.4,757.3,769.7,0.4,53,Ветер; дующий с западо-северо-запада,2,,,Облаков нет., ,,,,,,,,,,,-8.1,,,,,,
13.10.2014 00:00,1.6,756.9,769.3,1.0,41,Ветер; дующий с западо-северо-запада,2,,,Облаков нет., ,,,,,,,,,,,-10.3,,,,,,
12.10.2014 21:00,3.4,755.9,768.2,1.9,36,Ветер; дующий с западо-северо-запада,2,,11,Облаков нет., ,,,,8.2,,,,,,,-10.3,Осадков нет,12,,,,
12.10.2014 18:00,5.6,754.0,766.3,2.1,33,Ветер; дующий с запада,5,11,14,70 – 80%., ,,,,,Слоисто-кучевые; образовавшиеся не из кучевых.,70 – 80%.,1000-1500,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-9.5,,,,,,
12.10.2014 15:00,7.1,751.9,764.1,1.2,36,Ветер; дующий с запада,5,13,16,70 – 80%., ,,,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,70 – 80%.,600-1000,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-7.0,,,,,,
12.10.2014 12:00,7.3,750.7,762.8,1.2,40,Ветер; дующий с западо-северо-запада,5,12,16,70 – 80%., ,,,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,70 – 80%.,600-1000,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-5.5,,,,,,
12.10.2014 09:00,5.7,749.5,761.6,1.1,57,Ветер; дующий с западо-северо-запада,4,10,,Облаков нет., ,,,3.2,,,,,,,,-2.2,1,12,Поверхность почвы влажная.,1.0,,
12.10.2014 06:00,4.9,748.4,760.6,1.3,73,Ветер; дующий с западо-северо-запада,2,,,20–30%., ,,,,,Слоисто-кучевые; образовавшиеся не из кучевых.,20–30%.,1000-1500,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистых; перисто-кучевых или перисто-слоистых нет.,,0.4,,,,,,
12.10.2014 03:00,6.6,747.1,759.1,0.6,77,Ветер; дующий с западо-северо-запада,4,,10,20–30%.,Состояние неба в общем не изменилось. ,Ливень (ливни).,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,20–30%.,600-1000,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистых; перисто-кучевых или перисто-слоистых нет.,,2.9,,,,,,
12.10.2014 00:00,3.5,746.5,758.7,0.3,97,Ветер; дующий с юго-юго-востока,1,,,100%.,Ливневый(ые) дождь(и). ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,3.0,,,,,,
11.10.2014 21:00,3.3,746.2,758.3,-0.2,95,Ветер; дующий с юга,2,,,100%.,Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,4.4,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,2.6,10,12,,,,
11.10.2014 18:00,3.5,746.4,758.5,-1.0,94,Ветер; дующий с северо-северо-запада,1,,,100%.,Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,2.6,,,,,,
11.10.2014 15:00,4.3,747.4,759.6,-3.6,78,Штиль; безветрие,0,,10,100%.,Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,0.8,,,,,,
11.10.2014 12:00,2.9,751.0,763.3,-3.6,85,Ветер; дующий с востока,4,,10,100%.,Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,0.6,,,,,,
11.10.2014 09:00,2.8,754.6,766.9,-1.4,85,Ветер; дующий с востока,3,,12,100%.,Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,0.9,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,100%.,600-1000,,,,0.5,0.7,12,Поверхность почвы влажная.,-1.0,,
11.10.2014 06:00,3.3,756.0,768.3,-1.6,58,Ветер; дующий с востока,1,,,100%., ,,,,,Кучево-дождевые волокнистые (часто с наковальней); либо с кучево-дождевыми лысыми; кучевыми; слоистыми; разорванно-дождевыми; либо без них.,70 – 80%.,600-1000,Высокослоистые просвечивающие.,,,-4.2,,,,,,
11.10.2014 03:00,3.4,757.6,770.0,-0.6,56,Ветер; дующий с юго-востока,1,,,100%., ,,,,,Слоисто-кучевые; образовавшиеся не из кучевых.,40%.,1000-1500,Высокослоистые просвечивающие.,,,-4.7,,,,,,
11.10.2014 00:00,0.9,758.2,770.7,-0.6,80,Штиль; безветрие,0,,,20–30%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перисто-кучевые одни или перисто-кучевые; сопровождаемые перистыми или перисто-слоистыми; либо те и другие; но перисто-кучевые преобладают среди них.,,-2.2,,,,,,
10.10.2014 21:00,2.7,758.8,771.1,0.1,62,Ветер; дующий с юго-востока,1,,,Облаков нет.,Видимость ухудшена дымом; например: от степных или лесных пожаров; промышленных предприятий или вулканическим пеплом. ,Облака покрывали половину неба или менее в течение всего соответствующего периода.,Облака покрывали половину неба или менее в течение всего соответствующего периода.,,12.6,,,,,,,-3.9,Осадков нет,12,,,,
10.10.2014 18:00,7.2,758.7,770.8,-0.2,34,Ветер; дующий с севера,1,,,20–30%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-7.6,,,,,,
10.10.2014 15:00,12.6,758.9,770.9,-0.9,19,Ветер; дующий с северо-запада,2,,,40%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-10.5,,,,,,
10.10.2014 12:00,10.8,759.8,771.9,0.4,27,Ветер; дующий с запада,1,,,20–30%., ,,,,,Слоисто-кучевых; слоистых; кучевых или кучево-дождевых облаков нет.,Облаков нет.,2500 или более; или облаков нет.,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистые нитевидные; иногда когтевидные; не распространяющиеся по небу.,,-7.5,,,,,,
10.10.2014 09:00,2.5,759.4,771.9,0.7,64,Ветер; дующий с запада,2,,,Облаков нет., ,,,0.1,,,,,,,,-3.6,Осадков нет,12,Поверхность почвы сухая (без трещин и без заметного количества пыли или несвязанного песка).,-1.0,,
10.10.2014 06:00,0.4,758.7,771.2,0.5,75,Ветер; дующий с запада,3,,,Облаков нет., ,,,,,,,,,,,-3.5,,,,,,
10.10.2014 03:00,1.2,758.2,770.7,0.6,68,Ветер; дующий с западо-северо-запада,1,,,Облаков нет., ,,,,,,,,,,,-4.1,,,,,,
10.10.2014 00:00,3.9,757.6,769.9,1.3,62,Ветер; дующий с запада,1,,,70 – 80%., ,,,,,Слоисто-кучевые; образовавшиеся не из кучевых.,70 – 80%.,1000-1500,Высококучевых; высокослоистых или слоисто-дождевых облаков нет.,Перистых; перисто-кучевых или перисто-слоистых нет.,,-2.8,,,,,,
